bidder_id,prediction
49bb5a3c944b8fc337981cc7a9ccae41u31d7,0.00203216558549094
a921612b85a1494456e74c09393ccb65ylp4y,0.00813367253015201
6b601e72a4d264dab9ace9d7b229b47479v6i,0.010983688700767
eaf0ed0afc9689779417274b4791726cn5udi,0.00376743628616102
cdecd8d02ed8c6037e38042c7745f688mx5sf,0.0141757282108865
d4aed439bdc854a56fc6cc3bdb986775w7hxw,0.00300092267657153
ed591299b162a19ff77f0479495831b31hl1q,0.000916891252568181
eebdee08b0f67283126ef60307f49680sb9va,0.00780807540595324
6887f0abc4eb4c79eb0e23c48ceea186vjfih,0.00105325718569623
37eb6e2979e66d4ce29a74ac1c8bc6a5lqs6t,0.00818918883919483
3bdce1c10890630c287cc3f758ae0dc3ddpu8,0.00144492882790518
78fdbeba625c6ee7a1bce379b4263773auglk,0.0143154316028066
65d451d17c6c3cc8bcfad0f4253f307arko5e,0.0112116823184058
5ad0cf9fa41c6ee677e708cd704ba9609qjod,0.0108410443972978
b017a5693a93f7e5fcab8e4be495951f5hlp3,0.0148927583218674
29606fe1516646d7058c2830d03643705t8hg,0.00641794333651002
1c93e9b89cbb10abc6180e3a0e5061fcwugql,0.00237943643585374
de24bbcb87c906b5e385ec715df727dcgj8gs,0.00404369743166408
7f6d1b6369786181188848e7903ba72ckc0xv,0.00383907677966523
2fdc5ca6fd51089afe756ee00e4f7e23le4gq,0.00548335780631369
3cda68167e63c7edcb7a618e466f5e82iv4xq,0.00105837022448179
40848d51755dda8e1aa23ba52bfb1ab5ewrso,0.00105325174784715
3e322551a9657e97b345bb965bbab4d8eawre,0.00271710040152219
1a1d4e9eba20c58b73fd68c5ab9907081xw9l,0.0234157946881388
5759ce7d1b3dbe6ddf4a1d128e767085yu5iv,0.00478022459767936
a32715dae5fe9d7f9e29c70e6171a513nal30,0.00242223832021008
2fd12c6c9a8c86edf1dc5d3bb6bd11dd9skfc,0.0110419881671242
6c13e796dc0cb45b234234a7117d6fe9ta8qr,0.00933519830487798
9f1e93f86a9d053856f754386fbeacf7bbn0h,0.00547425284015324
a597c466ab9757c8b6b3f1da537303ccizhqj,0.00547510133698085
8f903e6e380c42b5ad29d74dfbde74709ptfy,0.00105837568872913
8ec77c402265170cdff483194d26a711b2jw9,0.00121457869403412
154871353955cfe996aa3b15a99722e8z2dmo,0.0111136081251253
5bdefc49dcf5eed981cb850c8e0808eaxzh4k,0.00548335780631369
2e5316fad2ea56fc3196aaebd9b97faa59jdj,0.0056649154874374
9edeb9dda13700f99a1a4c20ca580b74h769x,0.00105444581385608
5e9fae8fb44a50c285436949f7f00460wjvsb,0.0194644501786105
573cdcab827fca60cb3f93c134dee9c9pui8t,0.00181374201869465
05357eefa29d2c28f59f9e346ec64cebylh3z,0.00959761654622919
a9d1978a3989dd6947ed87c636c1ad65f9rwg,0.00830586425827244
797fec2fdeea8bc90a1ef96768ef0f9962xhq,0.00671700467540974
3240517cc1d3c5b8c25b9b25836f0b02ggjn0,0.00863267309307547
11dde523eac413d1f8e7fabaa0801fb631rn4,0.00184396098583644
554466d4e50644d899e4f8f3ccd64b87ayokk,0.00271715454128732
8717fca1a2148057ebc97c3353b1f42319uek,0.0113108940729842
fb1fab8fac01092deb15148b30e43b0d5u5l8,0.00105325718569623
9c576162104947124e4eaad02b76cf724d1px,0.0131911789084873
34b4cfde3929bc39e39d48a569195c40o2nze,0.00202565560414402
4c669ef93cde71e8ac3b65d1625ffcccehk7v,0.00899937360842848
