bidder_id,prediction
49bb5a3c944b8fc337981cc7a9ccae41u31d7,0.0
a921612b85a1494456e74c09393ccb65ylp4y,0.0
6b601e72a4d264dab9ace9d7b229b47479v6i,0.0
eaf0ed0afc9689779417274b4791726cn5udi,0.0
cdecd8d02ed8c6037e38042c7745f688mx5sf,0.00166666666667
d4aed439bdc854a56fc6cc3bdb986775w7hxw,0.0233333333333
ed591299b162a19ff77f0479495831b31hl1q,0.0
eebdee08b0f67283126ef60307f49680sb9va,0.025
6887f0abc4eb4c79eb0e23c48ceea186vjfih,0.103333333333
37eb6e2979e66d4ce29a74ac1c8bc6a5lqs6t,0.03
3bdce1c10890630c287cc3f758ae0dc3ddpu8,0.0316666666667
78fdbeba625c6ee7a1bce379b4263773auglk,0.0
65d451d17c6c3cc8bcfad0f4253f307arko5e,0.0
5ad0cf9fa41c6ee677e708cd704ba9609qjod,0.0233333333333
b017a5693a93f7e5fcab8e4be495951f5hlp3,0.0
29606fe1516646d7058c2830d03643705t8hg,0.0
1c93e9b89cbb10abc6180e3a0e5061fcwugql,0.0
de24bbcb87c906b5e385ec715df727dcgj8gs,0.005
7f6d1b6369786181188848e7903ba72ckc0xv,0.448333333333
2fdc5ca6fd51089afe756ee00e4f7e23le4gq,0.0
3cda68167e63c7edcb7a618e466f5e82iv4xq,0.0
40848d51755dda8e1aa23ba52bfb1ab5ewrso,0.0
3e322551a9657e97b345bb965bbab4d8eawre,0.0
1a1d4e9eba20c58b73fd68c5ab9907081xw9l,0.163333333333
5759ce7d1b3dbe6ddf4a1d128e767085yu5iv,0.00166666666667
a32715dae5fe9d7f9e29c70e6171a513nal30,0.0
2fd12c6c9a8c86edf1dc5d3bb6bd11dd9skfc,0.00666666666667
6c13e796dc0cb45b234234a7117d6fe9ta8qr,0.00166666666667
9f1e93f86a9d053856f754386fbeacf7bbn0h,0.0
a597c466ab9757c8b6b3f1da537303ccizhqj,0.0
8f903e6e380c42b5ad29d74dfbde74709ptfy,0.00166666666667
8ec77c402265170cdff483194d26a711b2jw9,0.0
154871353955cfe996aa3b15a99722e8z2dmo,0.0233333333333
5bdefc49dcf5eed981cb850c8e0808eaxzh4k,0.0
2e5316fad2ea56fc3196aaebd9b97faa59jdj,0.0
9edeb9dda13700f99a1a4c20ca580b74h769x,0.0
5e9fae8fb44a50c285436949f7f00460wjvsb,0.171666666667
573cdcab827fca60cb3f93c134dee9c9pui8t,0.0
05357eefa29d2c28f59f9e346ec64cebylh3z,0.0
a9d1978a3989dd6947ed87c636c1ad65f9rwg,0.0
797fec2fdeea8bc90a1ef96768ef0f9962xhq,0.0
3240517cc1d3c5b8c25b9b25836f0b02ggjn0,0.0
11dde523eac413d1f8e7fabaa0801fb631rn4,0.0
554466d4e50644d899e4f8f3ccd64b87ayokk,0.0
8717fca1a2148057ebc97c3353b1f42319uek,0.00666666666667
fb1fab8fac01092deb15148b30e43b0d5u5l8,0.0
9c576162104947124e4eaad02b76cf724d1px,0.00666666666667
34b4cfde3929bc39e39d48a569195c40o2nze,0.0
4c669ef93cde71e8ac3b65d1625ffcccehk7v,0.315
735b166c3f06ad08bc7c6d4801b7ded71vr78,0.0
53c04a831c962b838c88a79a6a7d9f689bz15,0.0
769a58c4d5c9fc32f907ad6606a5297fsxo5m,0.0
e8884216c21966964f31756adf243500y3rw4,0.0
42f51eb034757f181a3da2a2524e6e5fzmdon,0.0
eb68e50dc11e2d00568b0f25cd5ab14bbbkmu,0.0
b6398eb969085ae2082b6728d204f431jl75l,0.0
15c822736005923603536c3ca3761f6a9akrn,0.0
d47110cdd3eeb1ec25659f4285730e0a28ofd,0.103333333333
e57bc20c71927c409393e2e4028ba8a7ardwn,0.00166666666667
7c77cc3870ff3d40878b4baa37d55a54onjlu,0.0
383db27c9ec52b2749d30acadce06d4apzz8h,0.111666666667
222a84e78164c6fbe3cc7e7fc25c16b2jqncf,0.0
25c6e2e49c4e933166937573040754e1r770w,0.443333333333
de9ccd9264042c8ec60bacf59114e0a72qhh8,0.0
92f2c8d4d96d95a60a0e7cc67f9e815bhqjpn,0.0
aed469b093bcecae707a31186a21a465hnxo6,0.0
a58bc6ccb606e883dbe4156ad3510deddcq52,0.025
950caf6bff7f16426cce6d7f0cd47b44pkivn,0.706666666667
8063666ac987582535ef514ea67e34a29wllm,0.0
9f74a90abf83325f092c75fe10744b0ak5hsc,0.625
cd874b59ed4cfd1d284333524e9aaafch3n3x,0.0116666666667
9e375f06c8b726dc79694d1d466d74b9a36tv,0.223333333333
6df6ba59d12b939569dda48913fb574dn56qs,0.321666666667
f670fe91b3016f6ec866de0ce42cf7e7cuan6,0.103333333333
cc0f3101778d9cb0b776b504e153b03cgh97q,0.0
ae96be6b28d9cf2fe960d8e14a8ca73fjilb0,0.0
6d07f429389ddbaa71337705be893ca0zskdy,0.0
458172a6455a457b1784eebfc663241a25lwy,0.0
8ebe360d60cc0f38739178c166dae4c3ednji,0.0
e388a8cb5fed756640c4950e6bb295668t5p6,0.0
ed3a12d76a8cf5cbe51a51b04181f95f62hh7,0.00833333333333
8588c9d49ece3e39ad382ccb5226196dg16gy,0.0
1919932e0d49e693beacb6b55e9089cexudz0,0.06
a95941e85700fd55c80b2b91ff12dcccqqkh3,0.0
85eb16237f5467664d004d42c32576f25s1am,0.0
a02cbd8a459207156ac4d9d2f2bc7a1dutdpl,0.245
e523738a747879b8353e6ad674aa18eb3b8la,0.0
ca07173d25be8c16c2820edff373302fnra4z,0.468333333333
2e8abd963c261ab7dcafa63a8eadffbedpaz5,0.00166666666667
181e2ea98b4803193b8efb2922c95d0bp547k,0.0983333333333
81f09434ecc54f09ec8399678a5b3c3a67o1e,0.0383333333333
cd5ece1f0d810b782709e80d2c58c82c54jl8,0.0
fcb4950cdfed13bd9a62e618880ee0a2tlw1z,0.0
0c47587c4459baed81d0b707eff6b4bff5tmx,0.0966666666667
9554bc1767c10733a48c1bbc8f6ebb078xher,0.0
293e3f0047089b544fae06a4cc916ee0r29g2,0.0
b24e3af20453813e821f5a22ff55e072tgton,0.0
05de85f05fbb6a6bf86ff6b33be7678ek3flf,0.0
390e00d5c1de96548012b68c472b7fac56obc,0.005
386a97775697f6e6029d90552c2cb920kgfs9,0.0
613ec50609f1f9a17ad19396ddaca0fdq4t4i,0.0
c9b5fe5dd042886bddc3835c8a2ef5e5n4vrn,0.0
a5c6549753f79e71e1a2380e60320562jn50h,0.0
6c2cb78f8a943d945bbdd5ec7db68ff3wdxi4,0.0
33d9c32b088b29f73a837651b61261bd6q4x1,0.8
1e88dc4adca63d65a866252445f0f49akk55l,0.0
06586694c6bba2ccaa8e13354701bb30em5ro,0.01
7d7d8a02b692b34d8d9ba077a3df5ef6550qr,0.0
142d8558f0ef01a2091d907b8971557dc8yn0,0.0
445c9b65462f9e2fe7edd215803244b3is2f7,0.0
b52eb1fc50e9aaa3a011d8db44d3be88da2hn,0.085
993ee4ba6251aa912434072ec8184074h9sc4,0.0
cc668d9df769e57faed58d98285fa568kcj7m,0.0166666666667
6fc445aec2a0b7d378dccee0c821bbc96sayw,0.0
7bc9f70f7ea228b62b27c44102693224fjmo0,0.005
634182dd007ee442b53a0c087e482552xbn03,0.0
0e23fd7df994209b02071d229f138e76e05oh,0.0
3434f3c540f1c0973d993eca4458656937du3,0.0
0e4e4ecaebaefac85b30de28df9c78f5a0cth,0.0
b622a97e53117229e09d940ca47ec165cwk1j,0.38
c22fa0be1a45768405fc7fac7c9ff8b9jtdjc,0.0
1356ef1dc8b6bf0f42eb58e0087de77bn58ks,0.015
7fb048b02686c6c214ae4e75ca8c2933p116o,0.0
e3e0c5122965d9b4aadde3a7dd7d29d9u5a16,0.0
a04446598e56399cf9582b5021762614egeaf,0.0
5e60a5d46fef4eebecfed434370dd4eff0wvz,0.005
888d1cb3ed908ee0f27aa00035c71396jge0s,0.0
2420dae91bb68373c29f0b6fe2ae71cbckikm,0.0
f9e4f901ab41935604564f1466337ff2o1dti,0.07
02fbc26f080655008337619a08cb7c04voa3c,0.273333333333
d63c2a5af1913f01555dcc995d6d604452ulu,0.0
68e8105e3a068c8190b8f25e609c478at4o5c,0.0
eae01dd857a394771735903ac7cc97385rzx3,0.438333333333
19fb1b248bd5169cbff2a816ea37649e3u1vr,0.0
a52a33f35745b1dcc6f51c27e80317b945vwv,0.0
51a4b86a81fbae237e6c5d475504c6ecng0nq,0.0
2c7bff212c433019310fb0bf2e4b166a91uup,0.00333333333333
0983ad44219dfddd5a501810f655233dur2r8,0.0
2f18d7e12581d5addc029b9b79da6c02rrgb9,0.0
bd609b36629cea5e8abd60e595d7b01aa9490,0.01
d020ec0aea5d1db8cd455c01486b8df4vazwm,0.0
5f2cdc9e37296b78032e8a533f541759lc8jl,0.00166666666667
48399c79115b6f02a200726445c179bf87b81,0.0
57a744b96201574bdf8872e24e666cc12z9xk,0.0466666666667
59f61cb410ac321a795c4d5a388e787aqsytg,0.00166666666667
28eff2ac3df6416fe158c6641d14a9edj4cwd,0.02
ab056855c9ca9d36390feae1fa485883issyg,0.0
7eefd9c6d0f7e93b7729654e76babdcad6lvt,0.0
d13ddd86432248267b3772b050639f0egwowl,0.0
179738179ac220fac6a5d966174d863dzyvho,0.14
9cb13f30bb0b78d59d206fd1c90a1bc93lrrh,0.0
8062a60a2e060a311dac34845ead2ccfbh9tt,0.0
e4ef528ae9dc3b1cc54bb819442e181c4jjnm,0.0
3e4ef9d30f566589b8e864aed25f6759oqorr,0.01
351e154a7385d6f43cd126d170f0ab22s6b7j,0.0
ac32d60b9c34a1a06d7ac71d11944d2fucr59,0.15
5cf4e9d0baf60e0b7304847ff6af088begq9y,0.0
beeb48f1e40e6b20a998c34907ec81ddl0f7n,0.015
843a1353bf60e922f303f862c176632cz5f0p,0.0
1a358776f2a9784cce19aa700cdbeebbfurna,0.0
e1972d63b9881f67b4a9dfb79f467ddduhmrd,0.0
8083a30b555c94e3963466907146fd40o6q27,0.0
ab30bb98578cf8e5b1413cbb613044fd8xcm1,0.0
7d8dcdd1012a68b5d1fb2d286bdc9780h1v7u,0.0
03ead6957061c72543b8bc35f6b23852j0a0h,0.0
eadaa2a8e7873171eb8741f3b669036b2tndi,0.00666666666667
d28160a20d059274936b41b4ae8018a0hczxt,0.0
c0b6656083775756d77b9888fbc6db1brugm6,0.0
56656ac8f39c2854741601dee3cf5530bwe6t,0.0
3e038564a8d86aabed919ab06bb5a4fa7wzi7,0.0
f35e1c29147c2618ed2d4e7ed88b0c8eivimx,0.115
51f47f594971d59e2a52398527ce8d81q5rdo,0.0
0a798636852c5948e899311731439855kisj2,0.123333333333
99aef1f2fa1d55d94f5cb083191ed371344pn,0.00166666666667
0b9d45948078268c6394a9c51bf2db08cbijp,0.00166666666667
b4205ccaa49013eee0f259f52621d9fa1yaw0,0.00166666666667
df09da3918c7d98e0e6447098ff53b4468y2m,0.0
86d8e1d1e76212d0b984180b3299b86867e7s,0.195
387f035df904aaeb6e73c8a3f1ca02c49eyji,0.0
9ae4c1edd949fe54b9665ee1ea56e9461bg0x,0.0316666666667
9ed430b00312e5421e6013e01ba6db293xhcb,0.0
bd890937b5601111119969b45bde5056eycor,0.123333333333
5cb687b036651830fc924cc8f4d563b2yeqq9,0.00166666666667
919d8a40c51f7c9fa1ffafb18bd97af7scta5,0.0283333333333
861f65934eb78f07afb5979561666f04ttex0,0.0
cc946863b59e4db09d6b2b497cd2cb156mynv,0.0
6f1979cf79152ff59525876a2005d23cxwhb8,0.0
54577d415f061a1c775480db195f6f6a69xhi,0.00833333333333
0e5a5e112210f6bd730b5389c4e201a0ux0ae,0.0
1e6a1470588ef026b09644acf8e2e6a67raqh,0.0
53bd98bb6892e927f4875caa64900492vd204,0.0
de4e57c06cf20bae573ca403b45470c3xa65t,0.00166666666667
97cfd4d2998f6063f2f42d164d05ac3dlfse6,0.0
6c25e9fece8cc4ad8444611dd1c7ff3ajzf5p,0.0
af19af5fa460e5352a915e9ac8527da1xnvla,0.0
8a2b6cf3cd7a49bb32691e3d45fc60d4nv2w1,0.0
60ec787f0be71a3a3eb32a95801b3399lzonp,0.0
24bb4ca4376ab3e3fba305166f981ce5cvfiw,0.0
a3c2e0c9ba0d5fd25b9fbf513d7efcc3w2rjo,0.0
68d2d8b0f6bbbb99d60ac806b41fe7e7vaepl,0.0
