10005
4
0.132781,0.415530,4
0.187861,0.617854,4
0.045618,0.295244,4
0.317279,0.271703,4
0.396033,0.587545,4
0.389751,0.521652,4
0.563134,0.280311,4
0.306663,0.194220,4
0.188311,0.147599,4
0.333834,0.363584,4
0.293102,0.223198,4
0.105588,0.131942,4
0.640838,0.388391,4
0.526627,0.225076,4
0.560147,0.279918,4
0.534016,0.437038,4
0.579260,0.544679,4
0.603101,0.375569,4
0.509647,0.587630,4
0.203863,0.342730,4
0.182044,0.078608,4
0.485792,0.184802,4
0.413359,0.079968,4
0.468994,0.569839,4
0.430028,0.094016,4
0.229425,0.195247,4
0.121348,0.529846,4
0.348380,0.652165,4
0.309729,0.020128,4
0.602983,0.358331,4
0.116120,0.302984,4
0.106628,0.314972,4
0.448570,0.040725,4
0.542095,0.111055,4
0.151160,0.439883,4
0.124495,0.415212,4
0.500699,0.118390,4
0.467040,0.376877,4
0.107473,0.279231,4
0.625305,0.361376,4
0.129118,0.343634,4
0.299627,0.337792,4
0.275784,0.490274,4
0.524376,0.304913,4
0.389708,0.352442,4
0.352139,0.049134,4
0.200692,0.567738,4
0.140708,0.487426,4
0.394225,0.494827,4
0.633455,0.210149,4
0.277874,0.260593,4
0.267067,0.482645,4
0.391502,0.430849,4
0.248306,0.547934,4
0.220725,0.465468,4
0.087812,0.296437,4
0.569234,0.460812,4
0.054149,0.538172,4
0.291820,0.480776,4
0.388482,0.440186,4
0.508796,0.414869,4
0.271917,0.510489,4
0.382422,0.211337,4
0.518591,0.482584,4
0.596069,0.101815,4
0.198115,0.466043,4
0.554616,0.454687,4
0.473189,0.455355,4
0.109435,0.269014,4
0.578878,0.157694,4
0.433344,0.421119,4
0.422374,0.525801,4
0.531887,0.354386,4
0.322546,0.611272,4
0.038865,0.406608,4
0.480200,0.599230,4
0.300420,0.123570,4
0.661973,0.301572,4
0.166175,0.166041,4
0.474458,0.326850,4
0.246050,0.125312,4
0.293388,0.650700,4
0.671474,0.337827,4
0.495054,0.271756,4
0.212783,0.356734,4
0.641327,0.391628,4
0.481476,0.447558,4
0.341820,0.568731,4
0.389372,0.684976,4
0.478324,0.388294,4
0.338325,0.696772,4
0.293653,0.091962,4
0.519084,0.054693,4
0.267589,0.271884,4
0.024461,0.402641,4
0.510951,0.312957,4
