10005
4
5.71865,13.6351,4
7.26013,19.2971,4
3.2793,10.2689,4
10.882,9.61013,4
13.086,18.4489,4
12.9102,16.6049,4
17.762501,9.85101,4
10.5849,7.44178,4
7.27271,6.13708,4
11.3453,12.1814,4
10.2054,8.25271,4
4.95762,5.69894,4
19.937099,12.8756,4
16.740801,8.30528,4
17.6789,9.84002,4
16.947599,14.237,4
18.2138,17.2493,4
18.881001,12.5168,4
16.2656,18.4513,4
7.70795,11.5978,4
7.09733,4.20638,4
15.598,7.17822,4
13.5709,4.24445,4
15.1279,17.9534,4
14.0374,4.63757,4
8.42332,7.47052,4
5.39869,16.8342,4
11.7524,20.257299,4
10.6707,2.56983,4
18.877701,12.0344,4
5.25238,10.4855,4
4.98673,10.821,4
14.5563,3.14623,4
17.1737,5.1144,4
6.23302,14.3166,4
5.48675,13.6262,4
16.0152,5.31967,4
15.0732,12.5534,4
5.01039,9.8208,4
19.502399,12.1196,4
5.61614,11.6231,4
10.388,11.4596,4
9.72074,15.7268,4
16.677799,10.5395,4
12.909,11.8696,4
11.8576,3.38155,4
7.61922,17.8946,4
5.94049,15.6471,4
13.0354,15.8542,4
19.730499,7.88753,4
9.77923,9.29921,4
9.47676,15.5133,4
12.9592,14.0638,4
8.95172,17.340401,4
8.17985,15.0326,4
4.46016,10.3023,4
17.933201,14.9023,4
3.51806,17.0672,4
10.1695,15.461,4
12.8747,14.3251,4
16.2418,13.6166,4
9.6125,16.2925,4
12.7051,7.92078,4
16.5159,15.5116,4
18.6842,4.85582,4
7.5471,15.0487,4
17.524099,14.7309,4
15.2453,14.7496,4
5.06529,9.53487,4
18.2031,6.41959,4
14.1302,13.7915,4
13.8232,16.721001,4
16.888,11.924,4
11.0294,19.1129,4
3.09031,13.3854,4
15.4415,18.7759,4
10.4102,5.46464,4
20.528601,10.446,4
6.65321,6.65319,4
15.2808,11.1534,4
8.8886,5.51338,4
10.2134,20.216299,4
20.7945,11.4606,4
15.8572,9.6116,4
7.95759,11.9897,4
19.9508,12.9662,4
15.4772,14.5314,4
11.5688,17.9224,4
12.8996,21.175501,4
15.389,12.8729,4
11.471,21.5056,4
10.2208,4.58008,4
16.529699,3.53712,4
9.49137,9.61517,4
2.68722,13.2744,4
16.302099,10.7646,4
13.3746,8.19054,4
13.9701,10.2557,4
6.11144,15.2409,4
19.500799,7.58394,4
5.81663,13.2784,4
16.8393,19.357401,4
12.3931,19.6826,4
20.068899,7.31439,4
5.18991,16.585199,4
17.982401,12.6507,4
9.62412,3.4091,4
19.566099,7.52919,4
13.192,11.0541,4
15.482,15.4291,4
7.06633,6.31905,4
17.8295,7.93312,4
16.2754,16.446199,4
6.28193,17.1726,4
18.6842,17.2342,4
7.81881,5.74409,4
16.3393,11.9403,4
5.98017,10.6186,4
3.53602,15.5237,4
20.4937,11.0982,4
4.65931,17.094801,4
11.6502,9.80645,4
13.2761,18.964399,4
8.30255,13.7832,4
12.1277,17.3792,4
15.042,6.65491,4
11.6292,3.4332,4
16.027201,13.2494,4
15.2307,19.549,4
20.9228,10.8336,4
19.631599,17.716801,4
8.38719,15.0039,4
12.9448,4.68961,4
13.1545,2.49852,4
4.17002,10.588,4
18.6257,13.5997,4
8.49076,7.77712,4
15.8125,18.904699,4
6.47635,13.371,4
2.83978,15.3853,4
9.23494,11.6031,4
15.4862,7.88633,4
8.78386,4.88285,4
14.1561,11.6259,4
14.8579,14.2704,4
15.3304,18.2323,4
18.487101,10.8607,4
17.8951,12.7418,4
13.9882,8.6091,4
3.11781,10.5811,4
14.4316,15.0617,4
16.3368,15.9473,4
21.720301,13.2729,4
15.0526,4.91785,4
3.3617,15.1422,4
13.3845,13.3353,4
21.4548,11.8207,4
12.3473,18.5238,4
3.96314,13.8698,4
12.6096,10.4207,4
9.42593,13.868,4
12.541,18.492901,4
16.8151,17.932199,4
14.1339,12.8191,4
11.6488,15.1853,4
14.3025,9.88421,4
16.0401,3.55911,4
19.491501,12.0796,4
7.24901,16.1304,4
4.78104,12.3018,4
9.92611,19.4279,4
17.7759,8.86549,4
12.0397,17.636999,4
9.9931,19.7855,4
18.1131,19.370701,4
11.7043,4.64707,4
8.07935,12.4859,4
6.70534,15.4292,4
9.6294,9.30388,4
12.089,15.1837,4
9.73462,16.926399,4
8.51156,20.0152,4
4.98056,6.15048,4
21.9373,11.198,4
21.205999,9.98565,4
10.8866,11.9771,4
13.7779,8.38605,4
5.57052,8.66887,4
3.43604,16.669001,4
20.394501,14.718,4
6.17028,6.36737,4
4.85683,16.818199,4
14.5381,15.0874,4
4.27255,10.5986,4
5.02776,12.2095,4
9.61073,6.59906,4
14.86,21.5256,4
14.2897,21.539301,4
11.217,14.9169,4
7.12599,9.67235,4
6.48178,5.48857,4
3.56444,10.4781,4
11.7683,16.2735,4
19.7586,14.8156,4
13.4273,3.12721,4
5.86231,12.7196,4
13.4042,20.7321,4
13.3659,18.524599,4
7.06679,14.5592,4
5.41418,6.10801,4
15.944,16.924801,4
16.2603,16.9561,4
10.9988,4.51171,4
18.837299,14.449,4
9.34991,14.8003,4
3.52012,16.565901,4
5.18888,5.06911,4
4.41587,18.1369,4
19.351999,9.19323,4
17.0781,11.2469,4
17.533199,18.927999,4
9.65982,18.267599,4
2.64904,11.8782,4
17.4263,5.11359,4
20.9527,11.4777,4
5.00257,15.3907,4
19.4958,6.57833,4
12.0859,19.661699,4
13.4888,16.934299,4
4.47462,7.99936,4
12.3592,12.3918,4
18.280199,8.40091,4
5.76402,4.91285,4
16.5292,4.80515,4
14.0389,17.2826,4
12.4717,19.602699,4
9.70287,7.48313,4
5.51156,7.78178,4
8.72313,5.74888,4
9.21059,20.9184,4
9.4303,10.635,4
18.1912,11.7286,4
16.2407,20.921301,4
8.29115,21.1905,4
16.177299,4.57494,4
9.11483,8.01897,4
21.9631,12.3835,4
8.40659,11.6017,4
13.2287,20.3908,4
19.259399,12.6961,4
8.84753,4.00003,4
5.17252,17.0546,4
4.84807,11.3206,4
7.99995,12.2312,4
9.99054,14.5647,4
10.0975,12.5328,4
7.84851,14.5783,4
19.9067,11.3336,4
18.3671,13.4018,4
4.90784,18.209,4
4.22005,8.02576,4
18.262501,16.6201,4
15.5776,3.55487,4
20.260401,16.570999,4
3.30829,11.5471,4
21.464199,14.5709,4
13.1183,2.84786,4
18.9956,16.9189,4
17.198299,15.527,4
8.48483,4.44758,4
11.144,5.08089,4
6.66725,8.83271,4
12.3897,4.33681,4
